primaryLanguage,description,hasWikiEnabled,stargazerCount,pull_request_files,issue_files,nameWithOwner,owner,issue_files_to_str,pull_request_files_to_str
TypeScript,VS Code in the browser,False,60223,"['PULL_REQUEST_TEMPLATE.md', 'release_template.md']","['doc.md', 'feature-request.md']",coder/code-server,coder,,
TypeScript,Predictable state container for JavaScript apps,False,59543,"['PULL_REQUEST_TEMPLATE.md', 'bugfix.md', 'documentation-edit.md', 'documentation-new.md']","['Bug_report.md', 'Feature_request.md', 'documentation-edit.md', 'documentation-new.md']",reduxjs/redux,reduxjs,,
JavaScript,:atom: The hackable text editor,False,59368,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",atom/atom,atom,,
TypeScript,Realtime application framework (Node.JS server),False,58173,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",socketio/socket.io,socketio,,
C#,A C# port of shadowsocks,True,56450,['PULL_REQUEST_TEMPLATE.md'],"['bug_report_en.md', 'bug_report_zh.md', 'feature_request.md']",shadowsocks/shadowsocks-windows,shadowsocks,,
TypeScript,"The open and composable observability and data visualization platform. Visualize metrics, logs, and traces from multiple sources like Prometheus, Loki, Elasticsearch, InfluxDB, Postgres and many more. ",False,55226,['PULL_REQUEST_TEMPLATE.md'],"['1-staff_issues.md', '2-accessibility.md', '3-grafana_ui_component.md', '5-chore.md']",grafana/grafana,grafana,,
Assembly,Original Apollo 11 Guidance Computer (AGC) source code for the command and lunar modules.,True,54762,['PULL_REQUEST_TEMPLATE.md'],"['Discussion.md', 'Humour.md', 'Proof_Comanche.md', 'Proof_Luminary.md']",chrislgarry/Apollo-11,chrislgarry,,
JavaScript,"🚀 Strapi is the leading open-source headless CMS. It’s 100% JavaScript, fully customizable and developer-first.",False,53562,['PULL_REQUEST_TEMPLATE.md'],['BUG_REPORT.md'],strapi/strapi,strapi,,
Python,The Python programming language,False,52426,['PULL_REQUEST_TEMPLATE.md'],"['bug.md', 'crash.md', 'documentation.md', 'feature.md']",python/cpython,python,,
TypeScript,Apache Superset is a Data Visualization and Data Exploration Platform,True,51814,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'cosmetic.md']",apache/superset,apache,,
Python,Animation engine for explanatory math videos,True,51091,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'error-when-using.md']",3b1b/manim,3b1b,,
Go,Open Source Continuous File Synchronization,True,51021,['PULL_REQUEST_TEMPLATE.md'],"['01-feature.md', '02-bug.md']",syncthing/syncthing,syncthing,,
TypeScript,The open source Firebase alternative. Follow to stay updated about our public Beta.,False,49644,['PULL_REQUEST_TEMPLATE.md'],"['1.Bug_report.md', '2.Improve_docs.md', '3.Create_a_chore.md']",supabase/supabase,supabase,,
Jupyter Notebook,"12 weeks, 26 lessons, 52 quizzes, classic Machine Learning for all",True,48058,['translation_checklist.md'],"['bug_report.md', 'feature_request.md', 'translations-checklist.md']",microsoft/ML-For-Beginners,microsoft,,
Ruby,:globe_with_meridians: Jekyll is a blog-aware static site generator in Ruby,True,46599,['PULL_REQUEST_TEMPLATE.md'],"['documentation.md', 'feature_request.md']",jekyll/jekyll,jekyll,,
JavaScript,Prettier is an opinionated code formatter.,True,45506,['PULL_REQUEST_TEMPLATE.md'],"['formatting.md', 'integration.md']",prettier/prettier,prettier,,
TypeScript,The repository for high quality TypeScript type definitions.,False,43882,['PULL_REQUEST_TEMPLATE.md'],['infrastructure_issue.md'],DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,,
CSS,"Iconic font aggregator, collection, & patcher. 3,600+ icons, 50+ patched fonts: Hack, Source Code Pro, more. Glyph collections: Font Awesome, Material Design Icons, Octicons, & more",True,43631,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",ryanoasis/nerd-fonts,ryanoasis,,
JavaScript,"Meteor, the JavaScript App Platform",True,43450,['PULL_REQUEST_TEMPLATE.md'],['ISSUE_TEMPLATE.md'],meteor/meteor,meteor,,
Python,Rich is a Python library for rich text and beautiful formatting in the terminal.,True,43151,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",Textualize/rich,Textualize,,
Go,A platform for building proxies to bypass network restrictions.,False,42366,['pull_request_template.md'],"['bug_cn.md', 'bug_en.md', 'other_en.md']",v2ray/v2ray-core,v2ray,,
JavaScript,The zero configuration build tool for the web. 📦🚀,False,42321,['PULL_REQUEST_TEMPLATE.md'],"['Bug_Report.md', 'Feature_Request.md', 'RFC.md']",parcel-bundler/parcel,parcel-bundler,,
Shell,A black hole for Internet advertisements,False,42276,['PULL_REQUEST_TEMPLATE.md'],['bug_report.md'],pi-hole/pi-hole,pi-hole,,
Go,Gogs is a painless self-hosted Git service,False,42063,['pull_request_template.md'],"['dev_release_minor_version.md', 'dev_release_patch_version.md']",gogs/gogs,gogs,,
JavaScript,The 1.x line is frozen - features and bugfixes now happen on https://github.com/yarnpkg/berry,False,41157,['PULL_REQUEST_TEMPLATE.md'],['bug_report.md'],yarnpkg/yarn,yarnpkg,,
TypeScript,A terminal built on web technologies,False,40834,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",vercel/hyper,vercel,,
JavaScript,Cheatsheets for experienced React developers getting started with TypeScript,False,40765,['pull_request_template.md'],"['advanced-cheatsheet.md', 'basic-cheatsheet.md', 'general-react-ts-question.md', 'hoc-cheatsheet.md', 'migrating-cheatsheet.md']",typescript-cheatsheets/react,typescript-cheatsheets,,
JavaScript,"📝A simple and elegant markdown editor, available for Linux, macOS and Windows.",True,39662,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md', 'question.md']",marktext/marktext,marktext,,
Swift,Elegant HTTP Networking in Swift,False,39306,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",Alamofire/Alamofire,Alamofire,,
Python,openpilot is an open source driver assistance system. openpilot performs the functions of Automated Lane Centering and Adaptive Cruise Control for over 200 supported car makes and models.,True,39263,"['pull_request_template.md', 'bugfix.md', 'car_bugfix.md', 'car_port.md', 'fingerprint.md', 'refactor.md', 'tuning.md']",['enhancement.md'],commaai/openpilot,commaai,,
Java,"Apache Dubbo is a high-performance, java based, open source RPC framework.",True,38849,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'discussion.md', 'feature_request.md', 'proposal.md', 'question.md']",apache/dubbo,apache,,
Go,High Performance Object Storage for AI,False,38809,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",minio/minio,minio,,
Go,"""rsync for cloud storage"" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Yandex Files",True,38327,['PULL_REQUEST_TEMPLATE.md'],"['Bug.md', 'Feature.md']",rclone/rclone,rclone,,
C++,"The C based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)",True,37803,['pull_request_template.md'],"['bug_report_core.md', 'bug_report_cpp.md', 'bug_report_csharp.md', 'bug_report_objc.md', 'bug_report_php.md', 'bug_report_python.md', 'bug_report_ruby.md', 'cleanup_request.md', 'feature_request_core.md', 'feature_request_cpp.md', 'feature_request_csharp.md', 'feature_request_objc.md', 'feature_request_php.md', 'feature_request_python.md', 'feature_request_ruby.md', 'question.md']",grpc/grpc,grpc,,
JavaScript,A full-featured download manager.,True,37629,['PULL_REQUEST_TEMPLATE.md'],"['feature_request.md', 'feature_request_cn.md']",agalwood/Motrix,agalwood,,
Ruby,🚀 The easiest way to automate building and releasing your iOS and Android apps,False,36950,['PULL_REQUEST_TEMPLATE.md'],"['BUG_REPORT.md', 'REGRESSION.md']",fastlane/fastlane,fastlane,,
JavaScript,"A fast, simple & powerful blog framework, powered by Node.js.",True,36708,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature-request-improvement.md', 'other.md']",hexojs/hexo,hexojs,,
TypeScript,React Hooks — 👍,True,36625,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",streamich/react-use,streamich,,
Java,"A powerful 🚀 Android chart view / graph view library, supporting line- bar- pie- radar- bubble- and candlestick charts as well as scaling, panning and animations.",True,36415,['PULL_REQUEST_TEMPLATE.md'],"['Bug_report.md', 'Feature_request.md', 'Support_help.md']",PhilJay/MPAndroidChart,PhilJay,,
Rust,"A lightning-fast search engine that fits effortlessly into your apps, websites, and workflow.",False,36256,['pull_request_template.md'],"['bug_report.md', 'sprint_issue.md']",meilisearch/meilisearch,meilisearch,,
TypeScript,"Joplin - an open source note taking and to-do application with synchronisation capabilities for Windows, macOS, Linux, Android and iOS.",False,35696,['PULL_REQUEST_TEMPLATE'],['bug_report.md'],laurent22/joplin,laurent22,,
TypeScript,The communications platform that puts data protection first.,True,35430,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'release.md']",RocketChat/Rocket.Chat,RocketChat,,
SCSS,Beautiful static documentation for your API,True,35144,['PULL_REQUEST_TEMPLATE.md'],['bug.md'],slatedocs/slate,slatedocs,,
Go,simple terminal UI for git commands,True,34728,['pull_request_template.md'],"['bug_report.md', 'discussion.md', 'feature_request.md']",jesseduffield/lazygit,jesseduffield,,
TypeScript,📋 React Hooks for form state management and validation (Web + React Native),False,34681,['pull_request_template.md'],['feature_request.md'],react-hook-form/react-hook-form,react-hook-form,,
TypeScript,":dragon: Lerna is a fast, modern build system for managing and publishing multiple JavaScript/TypeScript packages from the same repository.",False,34532,['PULL_REQUEST_TEMPLATE.md'],"['1-bug.md', '2-feature.md', '3-documentation.md']",lerna/lerna,lerna,,
Java,Dex to Java decompiler,True,34413,['pull_request_template.md'],"['decompilation-error.md', 'feature-request.md']",skylot/jadx,skylot,,
JavaScript,"Phaser is a fun, free and fast 2D game framework for making HTML5 games for desktop and mobile web browsers, supporting Canvas and WebGL rendering.",False,34261,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",photonstorm/phaser,photonstorm,,
Rust,"☄🌌️  The minimal, blazing-fast, and infinitely customizable prompt for any shell!",False,34045,['PULL_REQUEST_TEMPLATE.md'],"['Bug_report.md', 'Feature_request.md']",starship/starship,starship,,
Go,"TiDB is an open-source, cloud-native, distributed, MySQL-Compatible database for elastic scale and real-time analytics. Try AI-powered Chat2Query free at : https://tidbcloud.com/free-trial",True,33989,['pull_request_template.md'],"['bug-report.md', 'enhancement.md', 'feature-request.md']",pingcap/tidb,pingcap,,
JavaScript,Expressive middleware for node.js using ES2017 async functions,True,33965,['PULL_REQUEST_TEMPLATE.md'],"['---bug-report.md', '---feature-request.md']",koajs/koa,koajs,,
Swift,The modern video player for macOS.,True,33173,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",iina/iina,iina,,
JavaScript,:scissors: Modern copy to clipboard. No Flash. Just 3kb gzipped :clipboard:,True,33123,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'documentation.md', 'proposal.md']",zenorocha/clipboard.js,zenorocha,,
Go,"Connect, secure, control, and observe services.",True,32909,['pull_request_template.md'],['feature_request.md'],istio/istio,istio,,
JavaScript,A fancy self-hosted monitoring tool,True,32902,['PULL_REQUEST_TEMPLATE.md'],['security.md'],louislam/uptime-kuma,louislam,,
JavaScript,:black_heart: Create and share beautiful images of your source code,False,32484,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md', 'other.md']",carbon-app/carbon,carbon-app,,
Go,"The fantastic ORM library for Golang, aims to be developer friendly",True,32302,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md', 'question.md']",go-gorm/gorm,go-gorm,,
None,🥇掘金翻译计划，可能是世界最大最好的英译中技术社区，最懂读者和译者的翻译平台：,True,32299,['PULL_REQUEST_TEMPLATE.md'],"['recommendation.md', 'sign_up.md']",xitu/gold-miner,xitu,,
Python,The uncompromising Python code formatter,True,32261,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'docs-issue.md', 'feature_request.md', 'style_issue.md']",psf/black,psf,,
Clojure,"The simplest, fastest way to get business intelligence and analytics to everyone in your company :yum:",True,32257,"['PULL_REQUEST_TEMPLATE.md', 'cypress_repro.md']","['feature-or-project-implementation.md', 'feature_request.md']",metabase/metabase,metabase,,
Go,GitHub’s official command line tool,False,32209,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feedback.md', 'submit-a-request.md']",cli/cli,cli,,
C#,"ASP.NET Core is a cross-platform .NET framework for building modern cloud-based web applications on Windows, Mac, or Linux.",True,31634,"['pull_request_template.md', 'servicing.md']","['30_api_proposal.md', '40_design_proposal.md', '50_test_failure.md', '60_analyzer_proposal.md']",dotnet/aspnetcore,dotnet,,
Ruby,API Documentation Browser,False,31397,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'documentation_bug.md', 'feature_request.md']",freeCodeCamp/devdocs,freeCodeCamp,,
Python,A toolkit for developing and comparing reinforcement learning algorithms.,True,31185,['PULL_REQUEST_TEMPLATE.md'],"['bug.md', 'proposal.md', 'question.md']",openai/gym,openai,,
Python,An interactive TLS-capable intercepting HTTP proxy for penetration testers and software developers.,False,30916,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",mitmproxy/mitmproxy,mitmproxy,,
JavaScript,🤪 A list of funny and tricky JavaScript examples,False,30855,"['new_example.md', 'translation.md']",['new-example.md'],denysdovhan/wtfjs,denysdovhan,,
TypeScript,🐻 Bear necessities for state management in React,True,30451,['pull_request_template.md'],['bug_report.md'],pmndrs/zustand,pmndrs,,
Ruby,Metasploit Framework,True,30163,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'documentation.md', 'feature_suggestion.md', 'module_suggestion.md', 'question.md']",rapid7/metasploit-framework,rapid7,,
TypeScript,Free and source-available fair-code licensed workflow automation tool. Easily automate tasks across different services.,True,30008,['pull_request_template.md'],['bug_report.md'],n8n-io/n8n,n8n-io,,
TypeScript,"Blazing fast, instant realtime GraphQL APIs on your DB with fine grained access control, also trigger webhooks on database events.",True,29700,['PULL_REQUEST_TEMPLATE.md'],"['01_bug_report.md', '02_feature_request.md']",hasura/graphql-engine,hasura,,
JavaScript,A markdown parser and compiler. Built for speed.,False,29642,"['PULL_REQUEST_TEMPLATE.md', 'badges.md']","['Bug_report.md', 'Feature_request.md', 'Proposal.md']",markedjs/marked,markedjs,,
HTML,The most advanced responsive front-end framework in the world. Quickly create prototypes and production code for sites that work on any kind of device.,True,29460,['PULL_REQUEST_TEMPLATE.md'],"['1-bug-report.md', '2-feature-request.md', '3-documentation.md', '4-maintainance.md']",foundation/foundation-sites,foundation,,
Java,🚀一个用来深入学习并实战 Spring Boot 的项目。,True,29376,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",xkcoding/spring-boot-demo,xkcoding,,
JavaScript,":fire: A highly scalable, offline-first foundation with the best developer experience and a focus on performance and best practices.",False,29125,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",react-boilerplate/react-boilerplate,react-boilerplate,,
Python,中文分词 词性标注 命名实体识别 依存句法分析 成分句法分析 语义依存分析 语义角色标注 指代消解 风格转换 语义相似度 新词发现 关键词短语提取 自动摘要 文本分类聚类 拼音简繁转换 自然语言处理,True,28956,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",hankcs/HanLP,hankcs,,
